,가게명,nickname,content,date,visit
11521,정릉동 청년고기장수정릉점,hh gyu,"점심에 가봤으니 점심특선에 대해서만 말씀드립니다. 진짜 인생 최악입니다. 제육은 너무 오래되어서 차갑고 맛도 없고, 찌개는 그냥 맹탕입니다. 진짜 궁금한 데 주방장님이 맛을 안 보시나요? 파스타는 물을 탔는지 걸쭉함이 없고 면도 딱딱하네요. 밥도 질고, 튀김은 눅눅하고 장점이 하나도 없었습니다. 가격도 인터넷 상 가격보다 2천원정도 더 비싸네요. 생긴 지 얼마 안 된걸로 아는데 앞으로 얼마나 더 퇴보할까요. 음식 새로 달라고 부탁드려도 10~20분이나 기다려야 해서 그냥 나왔네요. 다시는 가지 않을 겁니다. 광고에 속아서 가시는 분들이 없길. 물론 점심 한정입니다. 저녁엔 또 다를 수 있으니 각자 잘 판단하시길 바랍니다. 순수 제 개인적인 의견입니다.",24.11.5.화,1번째 방문
11522,정릉동 청년고기장수정릉점,누가내치즈를막퍼먹네,"쯔양 광고 있고 중요한건 우리동네 있다는 점에서 부모님 하고 이용을 했다. 내부는 깨끗하고 좋았다.고기구워서 먹는데. 내입맛이 변했나? 어머니 고기 맛 어때요. 뻑뻑하고 맛이 없어  어떻게 구워도 육즙이 없고맛이 없었다. 짜증나 매장에 불고기 있는데 괜히 있는게 아니구나. 여기 오시는분게 팁을 드린다면닭 튀김.김말이. 불고기,드시면 됩니다",24.11.3.일,1번째 방문
11523,정릉동 청년고기장수정릉점,수수맘92,좋아요~~,24.10.27.일,2번째 방문
11524,정릉동 청년고기장수정릉점,018****,매장이 청결하고 깨끗해요~ 음식도 맛있습니다. ^^ 항상 웨이팅있어서 못왔었는데 오늘처음방문인데 좋습니다~^^,24.10.22.화,1번째 방문
11525,정릉동 청년고기장수정릉점,진이 빈이13,좋아요,24.10.19.토,1번째 방문
11526,정릉동 청년고기장수정릉점,Rosebay,좋아요,24.10.16.수,1번째 방문
11527,정릉동 청년고기장수정릉점,야28,굿! 맛있게 잘 먹었습니다직원분들 친절하고 고기 종류도 많고 맛있어요☺️,24.10.6.일,2번째 방문
11528,정릉동 청년고기장수정릉점,초초는먹보,처음에 비해서 직원들이 서비스하는게 익숙해진듯해요여전히 사람 많아서재료 순환 빠르고~돼지갈비가 젤 맛있어요,24.10.3.목,2번째 방문
11529,정릉동 청년고기장수정릉점,2JZ Kenny,고기가 아주 맛있어요!,24.10.3.목,1번째 방문
11530,정릉동 청년고기장수정릉점,hte****,,24.10.2.수,6번째 방문
11531,정릉동 청년고기장수정릉점,pha****,진짜 맛있다~~~~,24.9.26.목,1번째 방문
11532,정릉동 청년고기장수정릉점,lee****,자주 와서 잘 먹고 있습니다~삼겹살은 정말 정릉 고기집 중 제일 맛있네요.직원분들 늘 친절하십니다,24.9.26.목,2번째 방문
11533,정릉동 청년고기장수정릉점,fbr****,일반고깃집 무한리필 다 포함 정릉에선 여기가 가장 괜찮습니다!! 맛도 가격도 좋아요ㅎㅎ 된장라면은 살짝(?) 아쉽습니다..ㅎ,24.9.17.화,1번째 방문
11534,정릉동 청년고기장수정릉점,루뭉,맛있고 청결해사 좋습니다 여러가지 음식들도 많아서 좋아요 추천합니다~,24.9.8.일,2번째 방문
11535,정릉동 청년고기장수정릉점,평안 시냇가에 심은 나무,"매장이 깨끗하고, 고기에서 냄새가 안나서가 너무 좋고 고기가 맛있어요여러종류의 고기를 마음껏 먹을수 있어서 너무 너무 좋아요계란찜도 맛있고 불이 고기를 굽기 딱 좋아서 고기를 안태우고 맛있게 잘 먹었어요 ㅎㅎㅎ한가지 아쉬운건 다른지점에는 커피가 있는데...   어기 정릉점은 커피가 없다는거 ㅠㅠㅠ그래도.......   여기 최고  👍",24.9.8.일,1번째 방문
11536,정릉동 청년고기장수정릉점,juju97,주말이라 대기할까 걱정했는데 바로 입장 가능했고직원분들 엄청 친절하시네요가족들과 잘 먹고왔습니다,24.8.25.일,1번째 방문
11537,정릉동 청년고기장수정릉점,사다드87,맛있게 잘먹었습니다~,24.8.24.토,2번째 방문
11538,정릉동 청년고기장수정릉점,michin7,사장님. 직원분들  모두 친절해요꼭  막창  껍데기 목살 드세요♡,24.8.23.금,2번째 방문
11539,정릉동 청년고기장수정릉점,lwy****,맛있어요 ~,24.8.19.월,1번째 방문
11540,정릉동 청년고기장수정릉점,야28,"고기, 야채, 반찬의 구성, 품질이 무한리필집 중에 가장 좋았어요! 이거저거 많아서 아이부터 어르신까지 가족 단위로 모이기 좋아요:)매장이 넓고 깨끗하고 무엇보다 고기 구울때 연기 걱정이 없어서 너무 좋았어요!직원분들도 친절하고 맛있게 잘 먹었습니다! 재방문의사 100%에요 조만간 또 올 거 같습니다🤭 완전 추천이요~~👍(사이드로 주문한 물냉면이 국물도 적고 미지근해서 아쉬웠습니다.)",24.8.18.일,1번째 방문
11541,정릉동 청년고기장수정릉점,띵띵80,맛있게 잘 먹었습니다!!,24.8.17.토,1번째 방문
11542,정릉동 청년고기장수정릉점,you****,완전 맛있게 식사했습니다! 가족 모임으로 좋아요 추천합니다,24.8.15.목,1번째 방문
11543,정릉동 청년고기장수정릉점,아하1175,굿~~,24.8.14.수,1번째 방문
11544,정릉동 청년고기장수정릉점,colora1125,숙성눈꽃삼겹살이 맛있네요 그 외에도 고기 종류가 많아서 강추합니다:),24.8.12.월,1번째 방문
11545,정릉동 청년고기장수정릉점,루뭉,깨끗하고 고기도 다양해사 좋네요 그리고 아이스크림까지 있느니까 너무 좋네요~,24.8.10.토,1번째 방문
11546,정릉동 청년고기장수정릉점,dicjeks,"직원분들 엄청 친절하시고, 이용 방법도 세심하게 설명해주셨어요. 음식도 맛있어요~혼자 갔는데도 잘 챙겨주셔서 감사했습니다",24.8.5.월,1번째 방문
11547,정릉동 청년고기장수정릉점,안규석96,친절하고 가성비 좋아요,24.8.5.월,1번째 방문
11548,정릉동 청년고기장수정릉점,smi****,정릉 맛집의 탄생,24.8.4.일,1번째 방문
11549,정릉동 청년고기장수정릉점,sun****,굿,24.8.3.토,1번째 방문
11550,정릉동 청년고기장수정릉점,lee****,직원들이 엄청 친절하네요~삼겹살 엄청 맛있어요 !가성비 좋고 자주 올 듯 하네요,24.8.3.토,1번째 방문
11551,정릉동 청년고기장수정릉점,23434,별로예요2번은 안 갈듯,24.8.2.금,1번째 방문
11552,정릉동 청년고기장수정릉점,맹구235,너무 맛있게 잘 먹었습니다! 직원분들 너무 친절하셔요 다음에 무한리필 고깃집을 또 가면 무조건 여기로 갈거같아요 감사합니다!,24.7.30.화,1번째 방문
11553,정릉동 청년고기장수정릉점,연지부동산,파이팅,24.7.30.화,1번째 방문
11554,정릉동 청년고기장수정릉점,길선생,맛있고 친절해요. 다음에 또 올게요.,24.7.29.월,1번째 방문
11555,정릉동 청년고기장수정릉점,하늘의뜬구름,"동네에서 맛있다는 말들이 많아서 월요일 점심에 갔더니 웨이팅 없이 바로 들어와서 먹었습니다. 생각보다 고기의 질과 맛이 너무 좋았고 셀러드 바 또한 파스타, 볶음밥, 기타 먹을 거리도 많아서 좋았습니다. 또한 직원분들도 이용하는데 있어서 친절하게 응대해주시고 필요한 부분 챙겨주시고 설명해주셔서 좋은 시간 보내고 갑니다.",24.7.29.월,1번째 방문
11556,정릉동 청년고기장수정릉점,코코씨에요,"경국사 갔다가 내려오는 길에 들렀어요.요즘같은 고물가 시대에 이런 점심이 10,900원이라니!(제 플레이팅은 별로지만ㅎ)점심도 붸페식(전 안뜬 음식이 더 많아요)으로 즐길 수 있어서 좋더라고요~준비된 신선채소와 음식들도 정갈하고, 완전 가성비 맛집에 직원분들도 친절합니다.다음엔 지인하고 와서 고기를 구워봐야겠어요^^",24.7.29.월,1번째 방문
11557,정릉동 청년고기장수정릉점,플레이스리뷰엉이,"오픈한지 얼마안되어 그런지 웨이팅 30분 했어요~ 고기도 먹을만 하고 가게도 깔끔, 친절합니다☺️..늦게 가서 그런지 껍데기 품절이라 좀 아쉬웠습니다🥲 인당 19,900원치고 soso 했어요!",24.7.28.일,1번째 방문
11558,정릉동 청년고기장수정릉점,DAKA,샐러드바에 있는 음식 종류도 다양하고 직원분들도 친절하시고 고기 질도 좋아요!,24.7.27.토,1번째 방문
11559,정릉동 청년밥상문간,23434,가성비 최고,3.28.금,54번째 방문
11560,정릉동 청년밥상문간,뿌오오,저렴하고 양많고 맛있고 어느 하나 빠지는 곳이 없는 식당입니다. 신부님 늘 건강하세요!🙏,3.17.월,2번째 방문
11561,정릉동 청년밥상문간,23434,맛있어요....^^,3.14.금,53번째 방문
11562,정릉동 청년밥상문간,Mari219,많이파세요.,3.11.화,17번째 방문
11563,정릉동 청년밥상문간,a0814,라면ㆍ 어묵ㆍ두부ㆍ햄사리를 추가했더니양이 엄청 많았어요. 찌개 2인분도 많은데~맛있게 잘 먹었습니다.밥은 먹고 싶은 만큼 계속 리필됩니다.,3.10.월,1번째 방문
11564,정릉동 청년밥상문간,또또아빠74,"오랜만에 청년밥상 문간을 찾았다.여전히 이용하는 고객이 많아, 웨이팅 후 입장을 하여 키호스크에서 김치찌개, 라면사리, 두부 추가 주문을 끝내고 자리에 앉아 있으니 음식이 나왔다는 호출을 받고 김치찌개를 가져와서 배고픈 중년의 한끼를 해결을 하였다. 신부님 감사합니다.",2.28.금,18번째 방문
11565,정릉동 청년밥상문간,Mari219,오랫만에 왔어요.많이 파세요.,2.14.금,16번째 방문
11566,정릉동 청년밥상문간,또또아빠74,"간만에 청년밥상 문간을 찾았다. 여전히 문간은 식수(식사인원) 인원이 많이 방문하고 있는 현실에, 오늘도 배고픈 중년의 한끼를 해결하면서 고마움과 감사함을 느껴본다.신부님.고맙습니다.",1.23.목,17번째 방문
11567,정릉동 청년밥상문간,사아사,5년전부터 알았는데 그때는 싼맛에 먹었는데 지금은 진짜 맛있어서 먹습니다 남는것도 없을텐데 재료를 더 넣으시는건지 갈수록 풍성한맛이 납니다,1.22.수,3번째 방문
11568,정릉동 청년밥상문간,곰돌이84,좋아요 친절해요,1.21.화,13번째 방문
11569,정릉동 청년밥상문간,곰돌이84,넌 맛있게 잘 먹었어요. 콩나물도 너무 맛있어요,1.17.금,12번째 방문
11570,정릉동 청년밥상문간,또또아빠74,"날씨가 갑자기 추워서 김치찌개가 생각이 나서 청년밥상 문간을 찾았다. 오늘따라 팀당으로 오는 사람들이 많아서 웨이팅 시간이 있었지만, 언제나 김치찌개 맛은 한결 같았고 여기에다 라면사리, 두부 추가해서 한끼를 해결을 하였다.",1.15.수,16번째 방문
11571,정릉동 청년밥상문간,Mari219,많이파세요,1.10.금,15번째 방문
11572,정릉동 청년밥상문간,태미니염,ㄱ,1.9.목,13번째 방문
11573,정릉동 청년밥상문간,또또아빠74,,1.8.수,15번째 방문
11574,정릉동 청년밥상문간,까칠56,항상 감사하고  고맙습니당,1.4.토,3번째 방문
11575,정릉동 청년밥상문간,태미니염,ㄱ,1.1.수,12번째 방문
11576,정릉동 청년밥상문간,곰돌이84,좋아요 너무 맛있어요.,24.12.27.금,11번째 방문
11577,정릉동 청년밥상문간,또또아빠74,요사이 청년밥상 문간을 이용하는 횟수가 늘어가고 있다. 요즘엔 갈때마다 반찬이 하나 더 나오고 있다. 그것은 갈릭버터새우김이다. 갈릭버터새우김은 다른 타사의 김과는 비교가 않될만큼 견실하고 맛도 좋다.아무튼 청년밥상 문간이 좋다.신부님 감사합니다.,24.12.24.화,14번째 방문
11578,정릉동 청년밥상문간,태미니염,ㄱ,24.12.23.월,11번째 방문
11579,정릉동 청년밥상문간,suyudonglee30,좋아요,24.12.19.목,3번째 방문
11580,정릉동 청년밥상문간,또또아빠74,"영하의 날씨에 청년밥상 문간을 찾았다. 날씨가 추워서 인지 방문하신 손님들이 많았다. 방문한 날도 어김없이 갈릭버터새우김이 나와 있었고, 덕분에 배고픈 한끼를 해결을 하였다.신부님 고맙습니다.",24.12.18.수,13번째 방문
11581,정릉동 청년밥상문간,태미니염,ㄱ,24.12.16.월,10번째 방문
11582,정릉동 청년밥상문간,안연희14,친절합니다,24.12.14.토,2번째 방문
11583,정릉동 청년밥상문간,또또아빠74,"한끼를 해결하고자 청년밥상 문간을 찾았다. 행운인지 , 감사인지는 몰라도 밥반찬으로 이용할수 갈릭버터새우김이 나왔다. 김치찌개에다 김을 감이해서 먹으니 새로웠다. 신부님 감사합니다.다음에는 무엇을 주실까 기대를 합니다.",24.12.12.목,12번째 방문
11584,정릉동 청년밥상문간,플레이스리뷰엉이,"김치찌개 1인분에 3,000원이라니 ㅠㅠ고기사리 라면사리 추가해도 2인이서 9,000원이예요~심지어 맛도 있어요👏🏻👏🏻잘먹었습니다🫶🏻🫶🏻✨",24.12.10.화,1번째 방문
11585,정릉동 청년밥상문간,23434,.,24.12.10.화,52번째 방문
11586,정릉동 청년밥상문간,23434,..,24.12.5.목,51번째 방문
11587,정릉동 청년밥상문간,파이어족11,가성비좋아요맛도있고 좋습니다,24.12.4.수,2번째 방문
11588,정릉동 청년밥상문간,또또아빠74,"늦은 만학을 위해, 아침 겸 점심을 해결하고자 청년밥상 문간을 찾았다.이번에는 주방님이 돼지고기를 2인분 같은 1인분을 주셔서 고마움 덕분에 든든하게 배를 채우고 자리에서 일어섰다.다시한번 신부님 고맙습니다.",24.12.4.수,11번째 방문
11589,정릉동 청년밥상문간,태미니염,ㄱ,24.12.3.화,9번째 방문
11590,정릉동 청년밥상문간,또또아빠74,배고픈 한끼를 해결하기 위해서 같이사는 마누라와 같이 왔다. 마누라 퇴근길에 우연히 만나서 자연스럽게 청년밥상 문간을 향했다.  김치찌개도 맛있지만 오늘따라 흰쌀밥의 맛이 너무나도 좋았고 맛이 있었다. 오늘의 밥상은 근래에 최고였다.,24.12.2.월,10번째 방문
11591,정릉동 청년밥상문간,Mari219,쵝오~감사합니당~,24.12.2.월,14번째 방문
11592,정릉동 청년밥상문간,WHO AM I16,,24.11.30.토,1번째 방문
11593,정릉동 청년밥상문간,고잉홈,항상 감사합니다 술떡도 맛있었어요!,24.11.29.금,4번째 방문
11594,정릉동 청년밥상문간,또또아빠74,"배고픈 중생의 한끼를 해결하기 위해 청년밥상을 방문하여 민폐와 축복의 한끼 식사를 하였다.특별한 머선일이 있었다, 신부님이 무료나눔사과를 주셨다. 감동과 울컥이 동시에 오는 날 이었다.신부님 감사합니다. 고맙습니다.",24.11.28.목,9번째 방문
11595,정릉동 청년밥상문간,celine0128,좋아요 맛있어요,24.11.27.수,1번째 방문
11596,정릉동 청년밥상문간,어반찍사 1,좋은 목적으로 운영되고 있는 곳점심시간이면 이용하는 손님이 많아기다리셔야 한다.가격도 저렴하고 양도 푸짐해 넘 만족스러운 곳어딜 가서 2인분에 만원으로 해결할 수 있을까.넘 만족스러워 흠이 없다.,24.11.23.토,1번째 방문
11597,정릉동 청년밥상문간,태미니염,ㄱ,24.11.20.수,8번째 방문
11598,정릉동 청년밥상문간,Mari219,많이파세요. 감사합니다.,24.11.18.월,13번째 방문
11599,정릉동 청년밥상문간,kpk****,가성 비     맛도     궁,24.11.16.토,2번째 방문
11600,정릉동 청년밥상문간,곰돌이84,좋아요 맛있게 먹었어요,24.11.14.목,10번째 방문
11601,정릉동 청년밥상문간,해찬솔4639,김치찌개 가성비 너무 좋아요,24.11.13.수,1번째 방문
11602,정릉동 청년밥상문간,태미니염,ㄱ,24.11.12.화,7번째 방문
11603,정릉동 청년밥상문간,또또아빠74,"백패커2  24회 시즌2 마지막회 서대문구 청년밥상을 시청 후, 다시 찾은 정릉에 위치한 청년밥상 문간을 찾아와서 배고픈 한끼를 해결하면서 문간의 고마움을 다시한번 느켜본다.",24.11.11.월,8번째 방문
11604,정릉동 청년밥상문간,suyudonglee30,좋아요,24.11.7.목,2번째 방문
11605,정릉동 청년밥상문간,싱잉가젤17,.,24.11.5.화,1번째 방문
11606,정릉동 청년밥상문간,tas****,김치찌개 생각날땐 여기죠~!!,24.11.4.월,5번째 방문
11607,정릉동 청년밥상문간,23434,맛있어요~,24.11.2.토,50번째 방문
11608,정릉동 청년밥상문간,23434,.,24.11.1.금,49번째 방문
11609,정릉동 청년밥상문간,은수앤커피,아주 맛있습니다. 많은 분들의 마음과 정성이 모여 운영되는 곳으로 알고 있습니다. 감사합니다~,24.10.31.목,2번째 방문
11610,정릉동 청년밥상문간,곰돌이84,맛있어요 좋아요,24.10.31.목,9번째 방문
11611,정릉동 청년밥상문간,Mari219,많이 파세용~,24.10.31.목,12번째 방문
11612,정릉동 청년밥상문간,태미니염,ㄱ,24.10.30.수,6번째 방문
11613,정릉동 청년밥상문간,곰돌이84,넘 좋아요 좋아요 맛있어요,24.10.30.수,8번째 방문
11614,정릉동 청년밥상문간,pianistran,유퀴즈에 나오는 신부님 영상을 보고 오빠가 너무 궁금해해서 방문!!서경대에서 연주가 있어서 차는 서경대 대고 내려왔는데 자체 주차공간은 없는걸로 안다.줄서있다가 차례가되면 입장하고 자리를 잡은후 키오스크로 주문하면 김치찌개가 금방 나온다. 단돈 3천원에 사리도 거의 천원이면 추가 가능하다. 고기는 2천원~~종가집에서 김치를 삼양에서 라면을 후원받는다고 한다. 선한 영향력이 모여 운영이되는 가게!싸다고 싼맛일까봐 걱정했는데 일반 프렌차이즈 김치찌개집보다 맛있었다. 오래 끓여도 짜지지 않고 존맛탱~고등학생으로 되어보이는 손님부터 할머니들까지 모두가 온기를 느끼고가는 넘 행복한 식당이었다. 🥰,24.10.29.화,1번째 방문
11615,정릉동 청년밥상문간,또또아빠74,배고픈 중년의 식사 한끼를 해결하기 위해서 청년밥상 문간을 찾아 빈페를 끼치면서 아점을 해결 했다.정말 감사한 한끼였다.,24.10.28.월,7번째 방문
11616,정릉동 청년밥상문간,태미니염,ㄱ,24.10.26.토,5번째 방문
11617,정릉동 청년밥상문간,dla****,굿,24.10.25.금,2번째 방문
11618,정릉동 청년밥상문간,Mari219,많이파세용~,24.10.24.목,11번째 방문
11619,정릉동 청록원,hac****,굿요,24.12.17.화,2번째 방문
11620,정릉동 청록원,juju97,과일탕수+짜장+짬뽕 셋트 먹었습니다가성비 좋아요,24.12.14.토,1번째 방문
11621,정릉동 청록원,suk****,,24.12.10.화,4번째 방문
11622,정릉동 청록원,hac****,굿요,24.12.7.토,1번째 방문
11623,정릉동 청록원,67s****,굿,24.11.26.화,1번째 방문
11624,정릉동 청록원,찌꾸미,,24.10.20.일,10번째 방문
11625,정릉동 청록원,백합1,늘 주문해서 먹고 있어요,24.8.6.화,2번째 방문
11626,정릉동 청록원,Without You,짜장 탕수육 맛 괜찮았어요. 메뉴 다양하고 혼밥하기 좋아요. 직원분들 친절하세요,24.7.2.화,1번째 방문
11627,정릉동 청록원,jay****,좋아요,24.7.1.월,2번째 방문
11628,정릉동 청록원,토리유리,탕수육 고기 향 좋고 맛있습니다. 짜장면도 맛있네요~추가금을 주고 받은 짬뽕국물 시원하고 맛있어요~잘 먹었습니다~,24.5.18.토,1번째 방문
11629,정릉동 청록원,gor****,좋아요,24.5.18.토,1번째 방문
11630,정릉동 청록원,yeo****,간짜장  가격이 많이 올랐네요.자주 먹진 않지만음식은 맛있어요,24.5.1.수,7번째 방문
11631,정릉동 청록원,kyu****,맛있어요,24.3.14.목,12번째 방문
11632,정릉동 청록원,yeo****,앗있어요,24.3.11.월,6번째 방문
11633,정릉동 청록원,angeoo7,오랜만에 시켰는데 역시 배달 빨라요. 바삭한 탕수육과 짜장면 곱배기 맛있게 잘 먹었습니다.~~,24.1.30.화,3번째 방문
11634,정릉동 청록원,수푸로,"포장 배달 해 먹었는데요, 배달어플 쓰기 싫어서 직접 전화했는데 친절하게 주문 받아주시고, 배달오신 분도 무척 빠르고 친절하게 갖다주셨어요.아주 추운 날이라 배달이 죄송했는데, 덕분에 기분 좋은 저녁식사를 했습니다.요즘 어떤 식당들은 직접 전화하면 배달어플 쓰라며 끊으라고 하더라고요. ^^;;짜장면 짬뽕 기본 맛있고요, 양장피도 먹었는데 맛있었습니다. :)",24.1.24.수,1번째 방문
11635,정릉동 청록원,kyu****,맛있어요,24.1.21.일,11번째 방문
11636,정릉동 청록원,bini032655,😃😀😁,24.1.7.일,2번째 방문
11637,정릉동 청록원,수수맘92,맛있어요~~,23.12.31.일,4번째 방문
11638,정릉동 청록원,bini032655,😃😁😀🙂,23.11.25.토,1번째 방문
11639,정릉동 청록원,별8219,맛있어요,23.11.5.일,1번째 방문
11640,정릉동 청록원,msb****,맛있어요,23.10.26.목,5번째 방문
11641,정릉동 청록원,kdbn1004,친절해요,23.10.15.일,1번째 방문
11642,정릉동 청록원,솔직하게만 작성합니다,굿,23.9.13.수,1번째 방문
11643,정릉동 청록원,진이 빈이13,좋아요,23.9.4.월,1번째 방문
11644,정릉동 청록원,jyhlily,굿,23.8.8.화,3번째 방문
11645,정릉동 청록원,kyu****,맛있어요,23.7.30.일,10번째 방문
11646,정릉동 청록원,kyu****,탕수육  맛있어요,23.7.1.토,9번째 방문
11647,정릉동 청록원,kyu****,맛있어요,23.6.24.토,8번째 방문
11648,정릉동 청록원,msb****,동네 맛집,23.6.21.수,4번째 방문
11649,정릉동 청록원,kyu****,짜장면 맛있네요,23.6.15.목,7번째 방문
11650,정릉동 청록원,미스터노마드,맛있어요,23.6.13.화,2번째 방문
11651,정릉동 청록원,땡구리 남편,맛있어요.,23.5.22.월,4번째 방문
11652,정릉동 청록원,kyu****,맛있어요,23.5.6.토,6번째 방문
11653,정릉동 청록원,쩝쩝포켓몬,배달이 빨라서 좋아요,23.4.5.수,1번째 방문
11654,정릉동 청록원,애리33,좀 맛이..ㅠ,23.3.4.토,1번째 방문
11655,정릉동 청록원,수요니sy,배달시켜먹었는데짱맛!!!♡,23.2.12.일,1번째 방문
11656,정릉동 청록원,dongnama68,좋아ㅛ,23.2.12.일,1번째 방문
11657,정릉동 청록원,수수맘92,좋아요~~,23.2.8.수,3번째 방문
11658,정릉동 청록원,lov****,자주 이용하는 동네 중국집 입니다~ 탕짬면 강추!,23.2.2.목,2번째 방문
11659,정릉동 청록원,kjh5163,맛집이에요! 배달도 빠르고 너무 좋아요!,23.1.27.금,2번째 방문
11660,정릉동 청록원,샹그릴라9672,가성비좋아요,23.1.19.목,12번째 방문
11661,정릉동 청록원,작은사람32,탕수육이 넘 맛있는곳. 오늘 고추잡채도 재료나 맛이 칭찬할만해요우리집은 청록원만!,23.1.7.토,2번째 방문
11662,정릉동 청록원,soyubyeol,어릴때부터 있던 동네 중국집오랫동안 동네를 지키고 있다는건맛이 좋아서라고 생각합니다 ~,23.1.4.수,1번째 방문
11663,정릉동 청록원,ban****,간짜장 세트맛나요?,22.12.29.목,5번째 방문
11664,정릉동 청록원,찌꾸미,짜장면완전맛있어요,22.12.24.토,2번째 방문
11665,정릉동 청록원,ban****,일주일에 한번은 ㅎ,22.12.18.일,4번째 방문
11666,정릉동 청록원,겸댕이47,친절하시고 맛,22.12.17.토,1번째 방문
11667,정릉동 청록원,박은경4946,좋아요,22.12.3.토,3번째 방문
11668,정릉동 청록원,kim****,물건이다양해서좋아요,22.11.29.화,1번째 방문
11669,정릉동 청록원,바람4441,굿,22.11.20.일,1번째 방문
11670,정릉동 청록원,jih****,맛있어요,22.11.15.화,2번째 방문
11671,정릉동 청록원,ky****,굿,22.11.14.월,2번째 방문
11672,정릉동 청록원,ban****,간짜장 세트 가성비 굿 맛있고 가격도 좋고 배달이 빨리와요,22.11.12.토,3번째 방문
11673,정릉동 청록원,무조건바,굿,22.11.12.토,1번째 방문
11674,정릉동 청록원,땡구리 남편,맛있어요.,22.11.6.일,2번째 방문
11675,정릉동 청록원,akdi1,굿,22.10.29.토,1번째 방문
11676,정릉동 청록원,jina1974,좋아요,22.10.27.목,1번째 방문
11677,정릉동 청록원,푸푸33,동네에서 젤 맛있는 중국집!!,22.10.24.월,1번째 방문
11678,정릉동 청록원,az****,탕수육 탄게 오면 어쩌나요. 확인도 안하고 담나요?? 저정도 탄거라면 주방 위생이 아주 의심스럽네요. 어떻게 저정도로 탈 수가 있죠??,22.10.22.토,1번째 방문
11679,정릉동 청수만남,민여짱,,24.8.30.금,1번째 방문
11680,정릉동 청수만남,ws****,,24.8.30.금,2번째 방문
11681,정릉동 청수만남,amdi,친절해요,24.8.30.금,3번째 방문
11682,정릉동 청수만남,리아0327,북한산입구. 청수만남 ~~닭볶음탕 . 도토리묵 감자전 주문했는데 다 맛있어요!!,24.7.16.화,1번째 방문
11683,정릉동 청수만남,지혜롭고싶습니다,굿,24.7.13.토,1번째 방문
11684,정릉동 청수만남,kgs6253,맛나요,24.3.17.일,2번째 방문
11685,정릉동 청수만남,ws****,친절해요,24.3.9.토,1번째 방문
11686,정릉동 청수만남,amdi,친절해요,24.3.9.토,2번째 방문
11687,정릉동 청수만남,mej3675,북한산 입구물한병 사기 딱 좋은 곳,23.9.16.토,1번째 방문
11688,정릉동 청수만남,아름공,"먹다보니 사진이 없다~ㅎ도토리묵 먹고 싶다는 친구와간단하게감자전, 도토리묵, 골뱅이무침까지~~~~",23.7.27.목,1번째 방문
11689,정릉동 청수만남,멋진 인생66,좋아요,23.6.10.토,7번째 방문
11690,정릉동 청수만남,크리스탈7481,굿!!,23.6.4.일,2번째 방문
11691,정릉동 청수만남,인생최고,맛있어요,23.6.4.일,1번째 방문
11692,정릉동 청수만남,크리스탈7481,몸이 든든해지는 기분 양도 많아서 맛있었음,23.5.13.토,1번째 방문
11693,정릉동 청수만남,멋진 인생66,맛있어요,23.3.26.일,6번째 방문
11694,정릉동 청수만남,red****,친절해요,23.3.25.토,1번째 방문
11695,정릉동 청수만남,멋진 인생66,맛있어요,23.3.11.토,5번째 방문
11696,정릉동 청수만남,멍때리기57,친절하고 음식 맛있음,23.3.6.월,1번째 방문
11697,정릉동 청수만남,멋진 인생66,맛있어요,23.2.26.일,4번째 방문
11698,정릉동 청수만남,ajtpg,파전에 막걸리~ 밑반찬까지 맛있네요~,23.2.11.토,1번째 방문
11699,정릉동 청수만남,멋진 인생66,좋아요,23.1.1.일,3번째 방문
11700,정릉동 청수만남,멋진 인생66,맛있어요,22.11.13.일,2번째 방문
11701,정릉동 청수만남,물빛85jy,등산후 막걸리는 진리!,22.10.30.일,1번째 방문
11702,정릉동 청수만남,산이조아8648,음식이 맛있어요,22.10.22.토,1번째 방문
11703,정릉동 청수만남,호잇5514,등산 후에 너무 맛있게 먹었어요. 이모님들도 친절하시고 친근하게 대해주셔서 정겨웠습니다. 왕추천해요! :),22.10.15.토,1번째 방문
11704,정릉동 청수만남,멋진 인생66,여기 정말 맛있어요. 묵밥 최고. 감자전 최고.,22.8.27.토,1번째 방문
11705,정릉동 청수만남,열려라참깨25,좋아요,22.7.31.일,1번째 방문
11706,정릉동 청수만남,혀니유니파파,좋아요,22.5.21.토,1번째 방문
11707,정릉동 청수만남,kejneada,굿,22.5.15.일,1번째 방문
11708,정릉동 청수만남,앙이뚜,감자전 맛있어요,22.4.23.토,1번째 방문
11709,정릉동 청수만남,의리45,맛있어요.,22.4.15.금,1번째 방문
11710,정릉동 청수만남,seozinii,굳,22.3.28.월,1번째 방문
11711,정릉동 청수만남,0208,이쪽 코스로 내려오면 무조건 들려서 밥 먹고 가요! 사장님 손맛이 너무 좋으셔서 항상 만족합니다! 바삭한 부침개 또 먹으러 가고 싶네요🧡,22.2.13.일,2번째 방문
11712,정릉동 청수만남,bea****,맛있어요,22.1.1.토,1번째 방문
11713,정릉동 청수만남,땅콩개구리,,21.10.23.토,1번째 방문
11714,정릉동 청수만남,azrael,비빔밥 된장찌개 일품,21.9.22.수,1번째 방문
11715,정릉동 청수만남,용키0521,산행후 한끼 맛있어요!!,21.9.18.토,1번째 방문
11716,정릉동 청수만남,냐하80,굿굿 맛잇어,21.9.3.금,1번째 방문
